revenue,profit,debt_ratio,current_ratio,gst_filings,litigation_flag,sector_growth,promoter_risk_score,years_in_business,interest_coverage,revenue_growth,cash_flow_positive,loan_default
44053.29,-0.0629,0.6147,2.8729,0,0,-0.1254,0.3163,43,6.6795,-0.053,1,0
29690.71,0.2019,0.2824,1.8921,12,0,-0.0168,0.0315,43,13.2969,-0.341,1,0
8952.38,-0.0723,0.2387,2.6035,6,1,0.2016,0.1482,10,1.6535,-0.1695,1,0
24457.77,0.1999,0.5367,1.8095,0,0,0.0416,0.2432,28,6.2035,0.367,1,0
12357.64,0.1694,0.1688,3.1523,2,0,0.0374,0.2087,36,7.6195,0.13,1,0
26115.28,-0.1589,0.4219,1.8437,3,0,0.0418,0.2922,10,1.841,0.114,1,0
59468.14,-0.0016,0.3265,0.7851,1,0,0.207,0.1273,14,1.4042,0.2621,0,0
237761.95,0.2791,0.5665,3.4074,6,0,-0.0246,0.0725,38,1.26,0.1391,0,0
3440.17,-0.0472,0.0715,1.0266,4,0,0.1171,0.379,37,2.5274,0.025,0,0
540121.86,0.0303,0.0615,3.0849,0,0,0.0764,0.0975,47,0.815,-0.0077,0,0
1178.35,0.1693,0.2077,1.576,11,0,-0.0866,0.1239,5,10.502,-0.1551,1,0
17541.46,0.2175,0.2782,2.9683,11,1,0.0201,0.1775,6,0.9733,-0.1334,0,0
53235.24,0.0623,0.3876,2.9078,7,0,-0.0334,0.0545,30,3.8094,0.1149,1,0
33573.35,0.0104,0.1373,2.0443,9,1,-0.0773,0.2334,19,0.4446,0.0489,0,1
8655.5,0.3134,0.0426,2.1261,6,0,0.1696,0.0633,49,13.9602,0.1776,1,0
16120.01,0.3608,0.7027,2.0367,3,0,-0.072,0.7253,14,7.3857,0.0628,1,0
10514.37,0.2468,0.2032,0.6024,1,0,0.1249,0.1128,11,0.7595,-0.1328,0,0
9099.3,0.1128,0.4637,1.7492,6,0,-0.0362,0.2438,46,3.4696,0.1291,0,0
78779.11,-0.0212,0.1202,0.9436,10,0,0.1857,0.1934,5,2.2406,0.1171,0,0
37628.73,-0.0246,0.2283,1.7961,1,0,0.008,0.343,45,3.0772,0.0835,0,0
7790.31,0.1784,0.0895,0.931,5,1,0.0836,0.1323,31,4.5188,0.1114,1,0
84914.47,0.1628,0.6489,0.9117,0,0,-0.0066,0.2218,44,1.4327,0.4731,0,0
34924.69,0.3102,0.1863,3.6784,6,0,-0.1667,0.068,32,2.6042,-0.1584,0,0
74555.06,0.1976,0.0698,2.8143,6,0,-0.1168,0.0378,24,0.6392,-0.1114,0,1
56638.44,-0.1255,0.5452,1.6453,11,0,-0.1398,0.2972,10,2.9053,-0.2604,1,0
6351.89,0.2578,0.2077,1.8083,3,0,0.0754,0.2583,13,0.5235,0.0985,1,0
9506.48,-0.0497,0.5847,1.4565,3,0,0.0471,0.3604,47,7.7263,-0.3072,1,0
67571.42,0.0424,0.3427,2.1923,9,0,0.1095,0.3171,13,0.8421,0.1248,1,0
55025.69,0.1375,0.2875,1.1758,4,0,-0.0179,0.0325,36,3.4399,0.0688,0,0
21346.6,0.3994,0.4203,2.7098,1,0,-0.1671,0.1267,22,5.2746,-0.0348,1,0
26264.96,0.5665,0.1574,1.4527,8,0,0.1802,0.1244,9,12.0772,0.1744,1,0
149716.28,0.191,0.1948,1.3365,9,0,0.149,0.327,19,11.231,0.1393,0,0
9069.23,0.0725,0.3007,1.6667,3,0,0.0874,0.1837,7,8.2906,0.401,1,0
50043.41,0.1802,0.4173,1.2268,10,1,0.1611,0.2469,15,2.6836,0.2026,1,0
16264.03,0.2331,0.2791,1.9432,8,0,0.0398,0.1647,17,6.6361,0.0674,1,0
15890.52,0.0519,0.0444,1.2603,2,0,0.0765,0.4094,46,3.3898,-0.3763,1,0
114481.13,0.3693,0.3087,2.0839,8,0,-0.0204,0.3176,14,3.629,0.2659,1,0
75972.33,0.1345,0.2199,3.0283,0,0,-0.0571,0.0964,41,1.655,0.2675,0,0
74627.51,0.1747,0.278,1.1507,6,0,-0.1077,0.1328,48,10.9484,0.3447,1,0
156094.71,0.1999,0.248,1.5445,3,1,-0.0253,0.2278,2,1.43,-0.3775,1,0
22731.47,0.1632,0.2439,2.0765,6,0,0.3162,0.3416,14,1.1545,0.121,1,0
61262.88,0.2258,0.2867,1.3259,9,0,-0.102,0.1775,4,3.7664,0.2117,1,0
13830.06,0.0074,0.4568,2.0796,5,0,-0.0438,0.126,3,0.6481,0.3203,1,0
35819.56,0.0163,0.1158,2.1765,3,0,0.0613,0.131,3,2.9863,0.2004,1,0
18120.25,-0.065,0.2133,2.8338,3,0,0.2897,0.2429,11,10.0513,0.0921,0,0
25476.05,0.1659,0.109,1.2178,7,0,-0.055,0.0969,5,3.7889,-0.1237,1,0
53784.23,0.2168,0.207,1.029,6,0,-0.0129,0.0323,48,2.7879,0.0566,1,0
6455.38,0.1687,0.2786,1.4137,3,0,0.1172,0.1021,29,1.3882,0.1578,1,0
508174.88,0.3512,0.1169,1.0163,10,0,0.1115,0.2133,28,0.8172,0.2366,1,0
4870.61,0.0992,0.3155,2.1864,5,0,-0.0195,0.2968,23,5.4241,-0.2372,1,0
3564.28,0.2003,0.3162,0.9223,5,0,-0.0334,0.0668,30,2.7798,0.1391,1,0
125137.24,-0.0638,0.1342,5.2937,0,0,0.0948,0.2732,23,4.48,-0.2146,0,0
72221.57,0.0419,0.223,3.1518,12,1,0.0196,0.1085,41,0.4706,0.1332,1,0
56172.34,0.2043,0.0439,1.6591,1,0,0.0787,0.1568,22,4.8822,-0.1495,1,0
56529.52,0.2274,0.1366,2.5439,3,0,0.0331,0.0274,43,13.3114,-0.2086,0,0
21625.53,0.0559,0.1935,0.7273,5,0,0.0851,0.1875,12,7.949,0.4421,1,0
5733.71,0.0893,0.1754,5.8222,5,0,0.0955,0.2747,27,3.4464,-0.1964,1,0
24678.97,-0.1277,0.0591,1.2274,0,0,-0.1448,0.1516,40,1.1787,-0.0473,1,0
7976.52,0.0464,0.1025,1.5523,7,0,0.0037,0.4571,46,2.9965,0.0759,0,0
95099.56,0.2336,0.2222,0.6518,1,0,0.0834,0.1178,49,3.0749,-0.3365,0,0
17666.3,0.1863,0.5,2.1025,12,0,0.1311,0.1207,15,1.8285,0.2371,1,0
6385.3,0.1751,0.4009,0.9482,4,0,0.0168,0.1534,47,1.9437,-0.0601,1,0
13601.31,0.1075,0.2714,1.7347,3,0,-0.1345,0.1084,23,14.5684,-0.124,1,0
40920.94,0.1011,0.3617,1.2559,4,0,0.1749,0.093,44,1.2554,0.2649,1,0
9456.08,0.001,0.5253,0.9619,4,0,0.1356,0.3203,41,1.9288,-0.1872,1,0
6416.77,0.2048,0.0937,1.1028,9,0,0.0605,0.3487,44,4.2584,0.1695,1,0
31746.28,0.1631,0.5417,1.8458,7,0,0.0035,0.1178,19,15.5604,0.0847,0,0
31807.26,0.1738,0.376,0.8687,9,1,0.11,0.3099,44,2.1365,0.0915,1,0
10296.77,0.0211,0.4574,1.1338,6,0,0.0045,0.1611,11,0.6446,0.0687,1,0
10866.53,-0.223,0.1011,2.2971,11,0,0.1376,0.1568,38,0.492,0.1057,0,0
31196.93,0.2646,0.1983,6.0572,8,0,0.2297,0.471,40,20.4113,-0.3754,0,0
2509.59,0.0282,0.4418,2.0934,11,0,0.0012,0.2036,43,0.5901,-0.0948,1,0
2667.25,-0.0294,0.2546,1.0422,10,0,0.128,0.3479,3,2.8886,-0.1027,0,0
7497.57,0.204,0.2312,1.3722,12,0,-0.0155,0.1244,16,0.8105,0.3015,1,0
15991.77,0.0412,0.5268,1.675,0,0,0.1527,0.2447,32,1.4463,0.1117,1,0
35114.22,0.259,0.2333,1.3844,5,0,0.0253,0.1053,38,1.6183,0.0823,1,0
201397.19,0.1926,0.3112,2.5897,5,0,0.1948,0.2003,9,0.5688,0.4511,1,0
79737.03,0.2025,0.5247,1.8381,1,0,0.0222,0.2367,41,7.2082,-0.3249,1,1
17328.23,-0.1049,0.5597,2.5959,10,0,-0.0398,0.2747,38,3.8367,0.3629,1,0
21407.05,0.2818,0.13,1.4089,7,0,0.0166,0.1741,5,1.9316,0.0824,1,0
4896.16,0.1392,0.2267,3.1987,5,1,0.0277,0.1681,1,1.7162,-0.071,1,0
21423.21,0.0446,0.3942,1.517,10,0,0.0736,0.1563,35,6.4935,-0.0269,1,0
14285.67,0.1215,0.5966,1.0145,12,0,0.0171,0.143,35,2.9212,-0.0196,1,0
35741.86,-0.1664,0.1326,4.8972,9,0,0.0745,0.3176,12,14.4189,0.38,1,0
6368.72,0.1613,0.4026,0.662,8,0,0.0763,0.1117,36,1.9001,0.1278,1,0
48003.05,-0.0544,0.2386,1.1395,9,0,0.0073,0.1177,21,3.8208,0.2173,1,1
219500.19,-0.1029,0.5208,1.205,4,1,0.0828,0.2925,48,1.015,-0.0684,0,0
18710.87,-0.1284,0.145,5.7786,6,0,-0.0086,0.1979,43,1.9221,0.1022,0,0
40238.02,0.2669,0.5301,4.0691,5,0,0.25,0.3873,8,6.2339,0.2619,1,0
62020.24,0.0056,0.3911,3.4798,10,0,0.0799,0.0525,27,6.98,0.3052,1,0
12066.27,0.3301,0.213,1.3975,4,0,0.1112,0.0568,9,11.8586,-0.188,1,0
30826.77,0.0196,0.0689,5.5461,5,0,0.0305,0.2436,28,3.8808,0.2417,1,0
22446.47,-0.1561,0.3495,1.9821,3,0,-0.0221,0.1199,30,7.3054,0.0508,1,0
25502.05,-0.0675,0.2539,2.6876,2,0,0.1336,0.1362,14,4.4777,0.1531,1,0
6908.34,0.2854,0.05,1.8037,12,0,0.083,0.2298,23,1.9534,-0.0256,1,0
22851.35,0.0766,0.539,1.6084,0,0,-0.2113,0.1591,29,0.8096,0.3852,1,0
46490.23,0.0178,0.218,1.4537,0,0,0.2426,0.1376,26,2.2588,0.132,1,0
194213.9,0.124,0.5118,1.4847,5,0,0.1238,0.2307,22,1.0874,-0.0376,1,1
92865.38,0.1753,0.3638,2.235,8,0,0.0119,0.1817,15,6.3197,-0.0178,0,0
556695.5,0.2676,0.5445,1.981,7,1,0.1106,0.2076,9,6.6133,0.2519,1,0
6967.27,0.3173,0.0214,1.623,11,0,0.0922,0.435,26,1.2063,0.2243,1,0
81510.0,0.046,0.3039,3.507,1,1,0.0995,0.2517,17,6.6175,0.0961,1,1
28998.9,-0.0989,0.652,0.374,8,1,-0.0371,0.0348,9,1.0573,0.0026,1,0
588130.65,0.038,0.1411,2.1275,7,0,0.0571,0.4973,3,8.634,0.271,1,0
6552.18,0.139,0.2988,2.3605,11,0,0.0802,0.3101,16,2.3885,-0.0252,1,0
6250.5,-0.0446,0.0944,2.9255,8,0,0.1732,0.1497,13,3.9236,-0.0353,1,0
8963.45,-0.0436,0.6359,1.5961,3,0,0.0603,0.0861,26,8.6667,0.5852,0,0
910.65,0.1516,0.2182,1.8293,8,0,0.0931,0.1797,17,4.382,0.1557,1,0
10010.28,0.0927,0.3155,2.6993,1,0,-0.041,0.0564,32,2.4428,0.0636,1,0
7053.65,0.1049,0.2607,3.475,12,0,0.0567,0.1693,24,5.4725,-0.0089,0,0
27600.54,-0.0138,0.4224,1.4187,0,0,0.1367,0.1148,36,1.2536,0.0379,1,0
36777.22,0.0654,0.1708,1.8842,12,0,-0.0184,0.3175,22,0.5809,0.3296,1,0
367418.3,-0.0386,0.2566,3.8163,8,0,0.0112,0.1004,9,6.7993,0.2457,1,0
91641.16,0.2335,0.2652,0.5701,9,0,-0.0464,0.199,22,0.9511,-0.0498,1,0
9270.98,0.2553,0.0607,1.1677,7,0,-0.0855,0.0887,41,5.683,0.014,1,0
5723.74,-0.1769,0.0398,3.4312,6,0,-0.0361,0.1286,46,3.0434,-0.1831,1,0
46068.23,-0.0394,0.3354,2.847,12,0,0.1062,0.3542,20,2.6869,0.1326,1,0
3040.11,-0.1245,0.0461,2.1409,7,0,0.0254,0.118,3,1.2763,-0.7135,1,0
343584.43,0.0025,0.2288,1.3175,11,0,-0.0357,0.0439,36,1.896,-0.2282,1,0
129205.6,0.0875,0.1277,1.0609,0,0,0.2679,0.0883,33,2.748,0.0985,0,0
10896.93,-0.1174,0.288,1.2268,8,1,-0.0202,0.2296,18,3.1863,-0.4449,0,0
1686.31,-0.0383,0.4148,3.5751,11,0,0.1125,0.2303,36,1.3199,0.5368,1,0
167847.07,-0.0506,0.4125,1.2042,9,1,0.0833,0.1552,10,4.9278,-0.0973,0,0
18549.35,0.1311,0.3238,1.7345,10,0,0.0748,0.2366,36,5.1848,0.1768,1,0
141029.51,0.1104,0.3135,1.131,8,0,-0.1331,0.2757,21,4.0033,0.3336,0,0
2014.97,-0.0083,0.44,2.5128,11,1,0.177,0.2455,25,1.9137,0.1337,1,0
8963.69,0.1265,0.3213,1.2594,10,0,0.0819,0.3942,49,5.4063,0.079,0,0
22200.4,0.018,0.1806,1.5702,8,0,0.1419,0.1481,40,4.4676,-0.0336,0,0
23634.69,0.0593,0.0457,0.7106,12,0,0.1639,0.3455,9,0.5693,-0.1836,1,0
11213.82,0.351,0.4857,0.7359,5,0,0.2214,0.0965,48,3.2189,-0.0151,1,0
56065.44,0.3011,0.6518,1.6551,3,0,-0.0498,0.1911,27,12.7627,0.1006,0,0
4440.71,-0.0949,0.1931,0.8499,12,0,-0.0219,0.1979,15,5.9153,0.0748,1,0
17790.69,0.2245,0.2061,4.7235,1,1,-0.0082,0.4266,32,6.8398,-0.111,1,0
26382.16,0.2217,0.0412,0.5882,10,0,-0.0366,0.0216,48,1.5513,0.2927,1,0
47650.97,-0.0722,0.2057,1.1051,3,1,0.1822,0.1801,44,3.0057,-0.2061,1,0
64050.19,0.2228,0.2511,1.6625,6,0,-0.0503,0.2539,39,2.3478,0.199,1,0
4076.67,0.3307,0.1371,1.3736,0,0,0.0121,0.3797,16,2.7134,0.2501,1,0
2205.76,-0.0684,0.1303,0.9493,8,1,-0.1131,0.3283,28,1.8014,0.1276,1,0
149718.96,-0.0376,0.2723,1.0213,2,0,0.1232,0.296,6,1.0118,0.4128,0,0
36260.02,0.2526,0.2461,1.0047,12,1,0.0372,0.1034,6,2.8618,0.1611,1,0
7167.2,0.1407,0.1412,1.4285,12,0,0.1383,0.1577,38,1.4557,0.3558,1,0
225647.19,0.1827,0.4861,4.3753,3,0,0.1201,0.2452,47,4.3441,-0.4534,1,0
26199.93,0.1511,0.0148,1.7142,11,1,-0.1141,0.2309,2,2.6524,0.2676,0,0
129177.9,0.1586,0.454,2.9786,4,1,0.0685,0.1065,41,0.5817,0.1971,1,0
24374.13,-0.099,0.1423,2.1244,11,0,-0.0591,0.1627,40,8.2109,0.187,0,0
484620.74,0.2571,0.2415,2.8775,12,0,0.0641,0.1715,7,3.8507,0.2034,1,0
306511.72,0.2754,0.3341,0.4066,2,0,-0.0086,0.3972,27,1.8844,-0.0162,1,1
15162.09,0.0656,0.2811,1.4159,3,1,0.2334,0.0775,28,2.0769,0.2318,1,0
94594.67,0.0935,0.2061,3.1695,4,0,0.3163,0.3179,16,1.0177,0.4363,1,0
57992.21,-0.1297,0.1851,1.2388,11,0,0.0255,0.2235,47,2.5859,-0.2956,0,0
171604.44,0.1771,0.2459,3.9798,0,0,0.0599,0.0189,9,4.6877,0.318,1,0
5180.28,0.1858,0.4383,3.4623,8,0,-0.1785,0.1885,15,10.9784,0.0542,1,0
61640.67,0.0907,0.3491,1.304,9,1,-0.1144,0.191,34,2.5321,-0.0519,0,0
107757.3,0.2687,0.118,1.282,12,0,0.0886,0.111,20,2.8269,-0.1621,1,0
1574.81,0.0499,0.5548,0.9932,9,0,0.0468,0.4141,14,7.057,0.156,1,1
3733.54,0.1847,0.0768,1.2035,12,0,0.0921,0.6496,11,1.0757,0.3965,0,0
1033.96,-0.0529,0.484,0.8902,3,0,-0.0298,0.0577,30,3.0541,0.0022,1,0
14704.22,0.0965,0.3677,2.043,12,0,0.0803,0.136,3,1.4844,0.2133,0,0
64622.21,0.0738,0.0813,0.7961,8,1,-0.2029,0.2173,2,3.019,0.0779,0,0
209721.47,0.1338,0.4555,2.2297,3,0,-0.0109,0.2684,14,5.7511,-0.2487,1,0
24615.76,0.0446,0.374,2.257,0,0,0.0967,0.1117,29,0.7249,0.0441,1,0
253450.37,0.0803,0.3404,0.7185,11,0,0.2197,0.1482,5,6.6123,-0.0529,1,0
2779.0,0.2239,0.1468,3.5784,4,0,0.0383,0.2068,44,3.6246,-0.1227,1,0
1711.16,0.0345,0.2673,2.1315,12,0,0.109,0.1153,46,3.0402,-0.0061,0,0
20265.57,-0.141,0.1605,2.3985,8,0,-0.0169,0.2634,6,7.9789,0.0163,1,0
39186.92,0.3624,0.3051,1.1282,2,0,0.0944,0.1815,8,1.4441,0.2813,1,0
20972.3,0.3072,0.1039,2.2506,4,0,0.0006,0.0962,39,0.9307,0.0847,1,0
991.12,-0.0938,0.5856,2.8956,2,1,0.2455,0.3177,39,1.1978,-0.201,1,0
19270.29,0.2035,0.2828,1.5694,11,0,0.0171,0.4635,44,4.1627,0.3213,1,0
3112.86,0.0246,0.2135,4.486,2,0,0.033,0.4214,29,1.8295,0.157,0,0
60144.71,0.1395,0.356,1.6854,0,0,0.1274,0.0746,39,1.3514,0.1362,1,0
38173.52,0.1441,0.5735,2.9165,1,0,0.1002,0.2265,44,1.2437,0.2547,0,0
5378.58,0.0648,0.164,1.9089,1,0,0.0135,0.2734,27,3.1262,0.0757,1,0
10190.38,-0.0176,0.4138,2.2095,8,0,0.091,0.1928,16,2.659,-0.0273,1,0
4497.06,-0.0036,0.2933,0.7149,6,0,-0.0555,0.2225,27,0.8737,0.1493,1,1
20049.94,-0.0374,0.2421,1.9848,7,1,0.0726,0.0807,39,0.8973,0.2046,0,0
92292.07,-0.0248,0.0271,1.1417,1,0,0.1049,0.0886,40,1.7834,0.1563,1,0
5021.13,0.0899,0.3307,1.0798,8,0,0.0077,0.3231,1,5.6659,0.2422,0,0
46913.92,-0.0074,0.4027,3.9434,12,0,0.013,0.1336,45,1.9334,0.1001,0,0
9942.9,0.2023,0.4903,1.4816,2,0,-0.013,0.3878,33,0.8343,-0.1191,0,0
6705.55,0.3231,0.4097,0.9984,9,1,-0.0936,0.329,39,2.5363,-0.0458,1,0
18759.48,0.013,0.2317,1.3777,12,0,0.0915,0.2234,27,2.8023,0.3545,1,0
4661.7,0.1359,0.1382,0.8605,1,0,0.0025,0.123,17,0.8286,0.0865,1,0
9600.07,0.175,0.0314,3.3768,11,1,0.1056,0.0122,15,1.0261,-0.1455,1,0
3652.56,0.1708,0.4213,1.1643,0,0,0.0318,0.1389,22,4.9291,-0.1644,0,0
419612.82,0.1114,0.3324,2.1482,8,0,0.1115,0.1758,19,1.0158,-0.1878,0,0
23222.93,0.2114,0.2614,3.248,7,0,-0.1214,0.0886,28,5.0981,0.2448,0,0
7711.07,0.1723,0.136,1.2839,12,0,-0.0646,0.0682,23,0.7887,0.142,1,0
30362.69,-0.0856,0.0586,2.1512,11,0,-0.0342,0.3083,36,0.8126,0.4489,1,0
18611.0,0.2304,0.6014,0.9851,10,0,0.1697,0.1045,49,2.7691,0.1952,1,0
15812.33,0.2331,0.5426,5.6007,3,0,0.0903,0.1286,39,1.4863,0.2073,1,0
55339.93,-0.0145,0.6298,2.6332,6,0,0.0236,0.2711,48,1.7721,0.478,0,0
68614.66,0.1057,0.5844,1.4973,11,1,0.0022,0.2954,49,3.0689,-0.1138,0,1
9939.26,0.2025,0.2624,1.1203,2,0,0.1096,0.3425,20,1.731,-0.22,1,0
9286.09,0.0686,0.1372,1.5574,2,0,-0.0089,0.4509,47,1.2731,0.1906,1,0
14580.24,0.2609,0.2121,1.391,3,0,0.1236,0.1897,9,4.0245,0.0312,1,0
697.23,0.4546,0.1438,4.3775,1,0,0.0286,0.1821,23,3.1411,0.1395,1,0
2269.27,-0.0179,0.165,0.8934,9,0,0.1793,0.3398,45,2.814,0.325,1,0
171152.7,-0.1072,0.3507,1.7637,3,0,-0.0445,0.175,7,2.6791,0.2323,1,0
259743.94,0.1456,0.1237,1.6337,9,0,0.0372,0.0994,31,1.4311,0.3833,1,1
15160.46,0.2082,0.3001,1.5547,2,0,-0.0419,0.431,11,1.2113,-0.1016,0,0
52304.38,0.0654,0.0882,1.5616,7,0,0.2128,0.1538,40,2.0631,0.2595,1,0
35132.27,0.318,0.2814,1.5558,10,0,0.0521,0.1151,17,1.4502,-0.0745,0,1
2231804.95,-0.1008,0.2628,2.5511,1,0,-0.0507,0.1154,36,2.6913,0.4138,1,0
118108.9,0.2039,0.5717,2.2356,10,0,-0.0402,0.3726,26,1.9871,0.1696,0,0
18180.84,0.0091,0.0979,2.0329,8,0,0.1014,0.1257,36,2.7577,0.1814,0,0
5253.71,0.3579,0.1809,0.3617,2,0,-0.1319,0.2325,18,2.5236,-0.0364,1,0
1978.97,0.3989,0.1919,1.9153,3,1,0.0322,0.2738,31,11.1587,-0.0263,1,0
29887.5,-0.015,0.4379,0.7205,12,0,-0.0352,0.1597,49,0.8968,0.1611,1,0
7083.15,0.0176,0.2766,2.2777,9,0,0.034,0.4535,35,2.3399,0.4297,1,0
2608.73,0.2289,0.3601,3.4461,9,1,0.0601,0.2649,41,1.1206,0.3965,1,0
8351.03,0.0419,0.2982,1.0376,2,0,0.0402,0.0442,28,1.847,0.1517,1,0
4348.9,0.0932,0.1103,1.4464,2,0,0.0234,0.3836,26,1.414,-0.0043,0,0
276706.44,0.1038,0.1519,1.2218,7,0,0.0666,0.1021,6,4.5321,0.1946,1,0
82657.4,-0.188,0.3903,3.0579,7,1,0.225,0.0908,34,0.836,0.3309,1,1
21764.62,0.0979,0.3311,1.7289,12,0,0.1774,0.1153,28,5.0766,0.1224,1,0
202787.97,-0.0035,0.2009,3.9125,12,0,0.0162,0.2345,44,4.1527,0.0025,0,0
24736.93,0.026,0.049,2.0276,5,1,0.1225,0.0394,47,14.074,0.2158,1,0
6051.57,0.3165,0.1233,1.8612,3,0,0.1176,0.2465,9,11.5007,0.0321,1,0
216357.22,-0.0885,0.3349,1.7059,0,0,0.0121,0.2201,29,1.4357,0.009,0,0
49432.58,0.222,0.1397,2.4818,3,0,0.0468,0.2498,34,7.3118,0.0688,1,0
4647.71,0.0582,0.5791,0.6915,7,0,0.1038,0.1689,12,2.097,0.2133,1,0
16555.8,0.058,0.7419,1.7206,5,1,-0.023,0.1194,16,3.468,0.0355,1,1
5922.85,0.2186,0.2298,1.592,1,0,0.0259,0.1301,7,10.7626,0.0726,1,0
2767.78,0.151,0.4154,2.3696,2,0,0.0302,0.3306,31,1.4821,0.1087,1,0
88368.1,0.1856,0.3325,1.501,11,0,0.023,0.162,33,2.8427,0.0036,0,0
386205.53,0.2452,0.4265,0.9808,6,0,0.0191,0.1179,7,0.5724,0.3899,1,0
2703.08,0.0503,0.6609,1.6548,10,0,0.0942,0.1039,3,5.5309,0.4486,1,0
51249.13,0.0082,0.2931,0.9594,10,0,0.0526,0.0433,20,14.616,0.0194,1,0
8300.21,-0.0628,0.0133,0.6296,3,0,0.1139,0.1891,5,4.3,-0.0795,1,0
10607.45,-0.0238,0.3371,2.3716,3,0,0.302,0.1072,3,8.1213,-0.0128,1,0
9058.05,0.5424,0.517,2.2024,4,1,-0.0035,0.3184,47,6.7772,0.1692,0,1
6027.06,0.2867,0.0572,2.0825,7,0,0.0718,0.1772,38,1.5445,0.0628,0,0
23689.39,-0.1027,0.6069,3.1628,6,0,0.1009,0.2054,15,3.5232,-0.1758,1,0
6333.29,-0.0984,0.6436,1.1823,8,1,0.1592,0.095,35,4.0355,0.0488,1,1
33046.97,0.1723,0.4402,0.8061,4,0,0.0934,0.1662,23,1.0692,0.1614,1,0
20427.61,0.1821,0.0791,1.592,0,1,-0.0593,0.1198,33,8.6342,0.2769,0,0
15391.61,0.1823,0.2641,1.3858,3,0,-0.0162,0.3823,2,1.8153,0.4314,1,0
5645.73,0.0618,0.1451,1.082,5,0,0.0646,0.3315,36,2.2854,-0.0096,1,0
9272.82,0.0812,0.3446,1.5842,5,0,-0.0191,0.3223,21,2.2014,-0.0447,0,0
68397.18,0.1492,0.1206,1.2143,8,0,-0.0976,0.094,14,2.801,0.0299,1,0
46694.23,0.1129,0.5178,0.6584,9,0,-0.0306,0.409,14,28.3249,-0.1091,1,0
5083.05,-0.2329,0.2291,1.3224,12,0,-0.0301,0.2282,42,1.6733,-0.06,1,0
25565.48,0.0655,0.2115,0.9341,4,0,-0.0509,0.1134,11,0.7892,-0.0589,1,0
67987.6,-0.0277,0.1963,1.8512,4,0,0.3027,0.1721,4,3.0984,0.1454,0,0
1800.63,0.1263,0.1824,1.1877,5,1,0.0815,0.0154,47,1.3629,-0.0866,1,0
49763.66,0.5478,0.2523,2.8743,10,0,0.0616,0.1761,30,1.9603,0.2449,1,0
8152.37,0.1551,0.0407,3.6764,5,1,0.142,0.0432,36,4.4632,0.3098,1,0
51839.0,0.053,0.3578,2.3157,2,0,0.2298,0.3208,20,1.1388,-0.1452,0,0
7010.13,0.2383,0.1555,0.7592,5,0,0.0887,0.3582,16,2.0314,-0.181,0,0
1469.5,0.1724,0.4236,3.4994,7,0,0.1518,0.0803,34,3.4362,-0.0272,1,0
1917.33,0.163,0.4469,3.625,11,0,-0.0002,0.054,45,1.4584,-0.0003,1,0
23673.88,0.191,0.4449,1.6643,5,0,-0.0406,0.182,8,2.6336,0.3332,1,0
32519.13,0.4085,0.3495,3.1946,11,0,0.1409,0.431,45,3.4347,0.0699,1,0
5673.29,-0.0696,0.316,1.2513,10,0,0.139,0.0857,20,2.4767,0.1639,1,0
57405.11,0.171,0.4976,0.6485,4,0,0.1296,0.0394,21,3.0819,0.1636,1,0
1822.05,-0.039,0.353,1.1273,2,0,0.0626,0.0825,40,3.6164,-0.0961,0,0
19947.92,0.1833,0.3485,3.9144,0,0,-0.028,0.1321,30,1.5863,0.0299,1,0
3581.28,-0.0378,0.3984,0.7823,4,0,0.0019,0.0789,36,0.8398,0.0774,1,0
8285.36,0.0374,0.5925,1.6483,5,0,0.1655,0.0449,5,1.1871,0.1555,0,1
23649.52,0.0557,0.6536,1.6771,5,0,-0.0091,0.404,21,1.0423,-0.2069,1,0
6059.48,0.2464,0.068,1.2757,5,0,0.0686,0.065,38,7.2861,-0.0389,1,0
12371.7,0.2378,0.4472,1.3208,2,0,-0.0271,0.0716,23,0.6779,0.0823,1,0
99651.98,-0.0869,0.1159,1.7094,3,0,0.0309,0.1246,19,4.4928,-0.0079,1,0
9271.15,0.1082,0.2814,1.2447,2,0,-0.0581,0.1169,10,1.572,-0.2004,0,0
77152.42,-0.0064,0.1196,0.8098,1,0,0.0425,0.2098,27,6.2233,-0.0645,1,0
4045.82,-0.0888,0.1989,1.8359,7,0,0.0022,0.3254,35,1.9393,-0.1985,1,0
48761.98,0.0674,0.0704,2.8198,6,1,-0.1207,0.0437,13,2.7865,0.3562,0,0
191444.44,0.0537,0.4552,2.5467,10,0,0.1155,0.164,9,4.112,0.0161,1,1
540.52,0.464,0.3796,1.0998,7,0,0.1109,0.1884,17,7.4143,0.0669,1,0
6665.21,0.1649,0.6618,0.882,12,0,0.0556,0.1137,31,1.7227,-0.1158,1,0
52344.82,-0.1066,0.4406,1.4303,5,0,-0.0624,0.1074,42,1.66,0.1261,0,0
16243.24,0.0153,0.0695,3.6107,10,0,-0.061,0.2797,44,4.0922,0.219,1,0
38434.81,0.2532,0.5096,2.2769,11,0,0.2831,0.2206,45,0.7637,-0.1032,1,0
8901.92,0.4133,0.1493,2.3443,6,0,-0.2122,0.229,24,0.688,-0.0987,1,0
25081.47,-0.1379,0.3147,2.5726,0,0,-0.0591,0.0961,42,3.6458,-0.0191,0,0
17439.35,-0.182,0.1039,2.0348,9,0,0.265,0.3105,19,4.6431,-0.2,0,0
